max,min,mean,sd,rms,skewness,kurtosis,crest,form
4.134999674766744,5.4163289307551645,0.021256226540170408,0.8974074717762831,-0.5651448716589732,-1.4884739043363364,-1.158449902005582,-0.429449982221675,0.25209178768197954
4.337733241984565,4.830046547865628,-0.40482302370899376,1.5226160696415478,-0.06353103946934867,-1.4917613287626725,-1.1179259028195678,-0.3141406115696694,0.193375636440911
4.4649110656175575,4.390631308450443,-0.9317753382374938,1.8903373112016333,0.32091750291022964,-1.1234600359391975,-0.9986836748274859,-0.1858047732648854,0.26485290157694297
4.747822899587209,4.315701644433857,-1.1879534164333958,1.986229949186596,-0.126582149458247,-0.13280180152598184,0.06436660941335484,0.12048002418830478,-0.017150097079988054
4.690657298000765,3.914000423225426,-1.460274479502235,2.6852880153812015,0.4307541559141408,-1.0480535168209608,-0.7900056791730828,-0.14884975822503796,-0.014076853734431342
4.9511825446666995,3.845682804176839,-1.8660970692408012,2.5266764831787576,0.00046913075198811056,0.42261705210022177,0.3150030822029571,0.23003176771740416,-0.11729098788930048
4.836192150783524,4.446170875415578,-1.1991939296001508,2.5305500761260933,-0.8240802220581255,-1.6588896153040142,-0.3456767946136167,-0.12405537008682083,-0.11544941014974401
4.56960894884583,4.64177261660821,-0.7611735366344365,1.330911904284249,-0.5635198679790349,0.010198107400735018,-0.15662286893481817,-0.003693310566563708,7.396026346363114e-05
4.742847171717942,4.658168597556169,-1.0414907250625787,1.6032093493161388,-1.2242073666125586,-0.5084509993439484,-0.033805258928346585,0.008244681126020913,0.031992735669937954
4.512150972451576,4.5950703053595126,-0.6184810962712315,1.496971415382905,-0.8347485789429292,-1.0623222460487036,-0.5880425618187942,-0.20888079804509002,-0.00928668152632537
4.764732067738249,4.597033324713877,-1.182614273408426,1.9526859373371988,-0.8320779753481532,-0.5887218944313785,-0.27663226330712637,-0.045548815351429225,-0.0010613104026330963
4.398933685755087,4.799294688279895,-0.46631227561818284,1.3409522715574345,-0.35689523322590183,-0.754912399950444,-0.7780710575008115,-0.230474698466123,0.05361239765714209
4.338850212793982,5.103379647003894,-0.15847334401669563,1.2770692683373763,-0.6344014641094907,-1.23655657464571,-0.8942901498571852,-0.35071810193281316,-0.03254077735974824
4.354677392393402,4.525128862067067,-0.603243164722207,1.1961580860877266,0.06435046867906262,-0.4330629534278956,-0.6343934254355014,-0.09221947272581366,0.2602978203000211
4.480189462852192,5.049515364165144,-0.5840147156474216,1.0931315824013286,-0.8272269690283636,-0.37354754804694607,-0.3742071959868151,-0.08639301767881469,0.16592070279819476
4.461688756267162,4.729459910263255,-0.6727750173343999,1.4688364618901888,-0.2051472991597618,-0.7061843086147259,-0.6843054076323399,-0.1437336169181188,0.1643863067375864
4.621242577427761,4.711416046851506,-0.5772653735942925,2.071648598709053,-1.0210271714851076,-1.9970845775644186,-0.7705525008690721,-0.3468611212101898,-0.20898827296855443
4.237654303156286,4.843341034844141,-0.345500980645126,1.1722621871588392,0.8788075979142155,0.001851297863408706,-0.8650060343969244,-0.13367965697564246,0.19290877612914747
4.336586085002495,4.594714483494348,-0.5330416885100097,0.9814125481709779,0.06416858201194954,0.08874324715643166,-0.4274298519893593,-0.028366288054207617,0.20968764568052461
4.653035672854852,4.62277878879106,-0.829725091935104,1.7978642549193324,-0.7893776070898997,-0.7750235786771577,-0.42212593596893644,-0.147857311804223,-0.12361872619069855
4.732309658348745,4.436434920960701,-1.1622373996508497,1.932121050064422,-0.5759884973312924,-0.6753475873815932,-0.16930503698944024,0.0173424328224199,0.07416519043543778
4.617486624985592,4.134154151834653,-1.0194492678949696,2.1534048022291623,-0.5927120051713036,-1.6181562656276374,-0.8407831263600414,-0.2748756497765444,-0.030740559716526825
4.96967553768843,3.988806434068952,-1.6390521208393658,2.570524962163781,-1.3281146562259838,-1.3288218317777418,-0.05276097389304634,-0.04364813329962189,-0.13408554516092133
4.85947384693952,4.083347312711977,-1.6236916108831505,2.6331747195134665,-0.26144863499598303,-0.8431505879852308,-0.28359239277866855,-0.00992136300295487,-0.03043774730437329
5.124700860684463,3.2798988408140195,-2.729089893186996,4.037678623915461,0.030312136957646202,-1.783624251733356,-0.24502205197800303,0.021270362503017018,-0.0013108302039527243
4.974310077234622,3.746129358191261,-2.199313748484466,3.3804523094228247,0.47176679301814245,-0.7156232562428324,-0.23207105752500412,0.07262929708559719,-0.04925008276420756
4.655405466301365,4.432432095978271,-1.121534490505723,1.8453712175588135,0.18069374186830442,0.17200156947759956,-0.21699333752513736,0.064656595336751,0.03078755486147099
4.752369163515313,4.23330733241564,-1.3070803146201266,2.198266412256917,-0.10093955025865839,-0.40243720993230225,-0.20757014197237025,0.027945480826003444,-0.020327961371209232
4.436055534656052,4.977787090191583,-0.3482701994214762,1.3023516037446496,-0.9449675851841793,-1.192514781208778,-0.6544300196606706,-0.2643839155359241,-0.002401884275679292
4.490885001162162,5.462702395298285,-0.4991047787921149,0.9745566116585803,-0.8589316924432463,-0.01180936156474322,-0.2635170446427985,-0.05699762808003884,0.1550039114150662
4.978396683401433,4.267993490408053,-1.8324663530768097,2.8017919697332165,-0.3937628807847163,-0.5214219306235209,-0.10012956714949878,0.05818712011156026,-0.07953921935336321
4.387895665461201,5.42539693733685,-0.2270925149285589,0.9175319405355647,-1.3281682402508723,-0.8779344024291158,-0.4752703170795331,-0.24171139981317968,0.06263511293239891
